timestamp,row_id,fac,run_mode,success,input_tokens,output_tokens,cost_usd,attempts
2026-04-02 19:12:36.210756,826_4,826,all,TRUE,1130,112,0.00507,1
2026-04-02 19:12:40.264192,826_5,826,all,TRUE,1139,117,0.00517,1
2026-04-02 19:12:44.152159,827_1,827,all,TRUE,1145,118,0.0052,1
2026-04-02 19:12:47.833491,827_2,827,all,TRUE,1131,106,0.00498,1
2026-04-02 19:12:51.845511,827_3,827,all,TRUE,1142,120,0.00523,1
2026-04-02 19:12:54.968151,827_4,827,all,TRUE,1148,100,0.00494,1
2026-04-02 19:12:58.104356,827_5,827,all,TRUE,1130,98,0.00486,1
2026-04-02 19:13:01.817092,827_6,827,all,TRUE,1134,111,0.00507,1
2026-04-02 19:13:06.072059,837_1,837,all,TRUE,1257,126,0.00566,1
2026-04-02 19:13:09.789946,837_2,837,all,TRUE,1253,100,0.00526,1
2026-04-02 19:13:14.007997,837_3,837,all,TRUE,1256,117,0.00552,1
2026-04-02 19:13:18.429567,837_4,837,all,TRUE,1261,123,0.00563,1
2026-04-02 19:13:21.711839,837_5,837,all,TRUE,1123,91,0.00473,1
2026-04-02 19:13:24.817423,837_6,837,all,TRUE,1117,107,0.00496,1
2026-04-02 19:13:28.591298,837_7,837,all,TRUE,1124,100,0.00487,1
2026-04-02 19:13:31.551268,850_1,850,all,TRUE,1141,95,0.00485,1
2026-04-02 19:13:35.791458,850_2,850,all,TRUE,1123,125,0.00524,1
2026-04-02 19:13:40.895925,850_3,850,all,TRUE,1127,122,0.00521,1
2026-04-02 19:13:44.293349,850_4,850,all,TRUE,1131,110,0.00504,1
2026-04-02 19:13:48.729196,858_1,858,all,TRUE,1237,136,0.00575,1
2026-04-02 19:13:50.602419,858_2,858,all,TRUE,1269,60,0.00471,1
2026-04-02 19:13:54.205918,858_3,858,all,TRUE,1234,113,0.0054,1
2026-04-02 19:13:58.084634,858_4,858,all,TRUE,1262,100,0.00529,1
2026-04-02 19:14:02.534559,858_5,858,all,TRUE,1266,131,0.00576,1
2026-04-02 19:14:05.959771,881_1,881,all,TRUE,1124,104,0.00493,1
2026-04-02 19:14:09.668645,881_2,881,all,TRUE,1115,105,0.00492,1
2026-04-02 19:14:14.642275,881_3,881,all,TRUE,1143,122,0.00526,1
2026-04-02 19:14:18.601285,881_4,881,all,TRUE,1096,118,0.00506,1
2026-04-02 19:14:20.695182,881_5,881,all,TRUE,1096,59,0.00417,1
2026-04-02 19:14:24.776007,882_1,882,all,TRUE,1145,124,0.00529,1
2026-04-02 19:14:27.160136,882_2,882,all,TRUE,1157,60,0.00437,1
2026-04-02 19:14:30.653509,882_3,882,all,TRUE,1130,92,0.00477,1
2026-04-02 19:14:34.032236,882_4,882,all,TRUE,1140,113,0.00511,1
2026-04-02 19:14:37.979221,888_1,888,all,TRUE,1339,125,0.00589,1
2026-04-02 19:14:42.739749,888_2,888,all,TRUE,1387,137,0.00622,1
2026-04-02 19:14:47.198885,888_3,888,all,TRUE,1329,121,0.0058,1
2026-04-02 19:14:52.919281,888_4,888,all,TRUE,1338,127,0.00592,1
2026-04-02 19:14:56.405605,889_1,889,all,TRUE,1206,102,0.00515,1
2026-04-02 19:15:01.029149,889_2,889,all,TRUE,1261,151,0.00605,1
2026-04-02 19:15:04.835174,889_3,889,all,TRUE,1192,116,0.00532,1
2026-04-02 19:15:08.167248,889_4,889,all,TRUE,1195,97,0.00504,1
2026-04-02 19:15:12.626101,889_5,889,all,TRUE,1181,121,0.00536,1
2026-04-02 19:15:16.668521,890_1,890,all,TRUE,1167,128,0.00542,1
2026-04-02 19:15:21.341089,890_2,890,all,TRUE,1169,125,0.00538,1
